Date,Product_ID,Product_Name,Category,Warehouse,Opening_Stock,Units_Received,Units_Sold,Closing_Stock,Stockout_Flag,Lead_Time_Days,Supplier,Unit_Cost,Unit_Price
2024-01-22,P0086,Product_86,Grocery,Warehouse C,333,187,105,415,No,8,Supplier X,25.66,39.01
2024-03-29,P0047,Product_47,Electronics,Warehouse B,493,145,52,586,No,8,Supplier Y,93.24,158.13
2024-02-18,P0034,Product_34,Furniture,Warehouse B,460,95,95,460,No,14,Supplier Y,34.17,61.31
2024-02-28,P0065,Product_65,Electronics,Warehouse C,192,55,4,243,No,11,Supplier Z,42.85,61.05
2024-06-18,P0055,Product_55,Grocery,Warehouse A,272,52,15,309,No,7,Supplier X,71.46,96.57
2024-01-15,P0090,Product_90,Furniture,Warehouse C,281,6,16,271,No,11,Supplier Y,32.87,41.7
2024-06-23,P0043,Product_43,Grocery,Warehouse C,82,96,101,77,No,9,Supplier X,82.82,106.39
2024-02-20,P0074,Product_74,Grocery,Warehouse C,325,196,19,502,No,8,Supplier X,11.65,19.95
2024-04-17,P0030,Product_30,Electronics,Warehouse B,219,112,111,220,No,14,Supplier Y,80.16,124.51
2024-02-24,P0082,Product_82,Furniture,Warehouse A,189,124,119,194,No,9,Supplier X,62.18,107.21
2024-03-04,P0017,Product_17,Grocery,Warehouse A,406,199,110,495,No,9,Supplier Y,59.43,99.47
2024-05-10,P0026,Product_26,Furniture,Warehouse C,250,179,0,429,No,6,Supplier Y,48.55,77.89
2024-02-20,P0008,Product_8,Electronics,Warehouse B,72,131,57,146,No,2,Supplier Y,31.32,49.03
2024-05-14,P0047,Product_47,Grocery,Warehouse C,273,161,92,342,No,12,Supplier X,49.09,60.33
2024-01-21,P0076,Product_76,Electronics,Warehouse B,417,196,5,608,No,7,Supplier Y,47.75,82.29
2024-03-13,P0091,Product_91,Furniture,Warehouse B,319,160,107,372,No,3,Supplier X,60.46,87.71
2024-06-15,P0072,Product_72,Furniture,Warehouse B,396,120,102,414,No,13,Supplier Y,31.75,48.76
2024-01-18,P0089,Product_89,Electronics,Warehouse B,202,196,49,349,No,7,Supplier Y,12.37,15.01
2024-05-11,P0046,Product_46,Clothing,Warehouse A,382,37,117,302,No,9,Supplier Z,18.78,33.08
2024-03-29,P0068,Product_68,Grocery,Warehouse B,134,121,109,146,No,10,Supplier Z,71.42,124.39
2024-02-29,P0033,Product_33,Furniture,Warehouse B,158,25,87,96,No,14,Supplier Z,7.14,10.9
2024-01-14,P0001,Product_1,Furniture,Warehouse C,80,128,19,189,No,10,Supplier X,86.36,133.55
2024-01-09,P0019,Product_19,Grocery,Warehouse C,278,3,13,268,No,2,Supplier X,70.97,115.19
2024-03-30,P0031,Product_31,Electronics,Warehouse A,289,38,132,195,No,14,Supplier Y,77.97,105.95
2024-02-22,P0080,Product_80,Electronics,Warehouse C,427,53,39,441,No,13,Supplier Y,84.42,112.54
2024-05-09,P0014,Product_14,Electronics,Warehouse B,412,160,33,539,No,6,Supplier Y,16.66,26.73
2024-03-24,P0053,Product_53,Clothing,Warehouse C,359,32,123,268,No,13,Supplier Y,83.13,104.96
2024-04-01,P0048,Product_48,Clothing,Warehouse A,438,199,44,593,No,6,Supplier X,52.94,77.95
2024-04-20,P0069,Product_69,Furniture,Warehouse C,190,19,79,130,No,9,Supplier Y,89.12,133.29
2024-06-20,P0090,Product_90,Electronics,Warehouse C,205,15,70,150,No,13,Supplier Y,89.23,127.49
2024-01-08,P0062,Product_62,Grocery,Warehouse A,348,148,77,419,No,9,Supplier Z,7.3,9.57
2024-06-23,P0092,Product_92,Furniture,Warehouse A,394,172,77,489,No,13,Supplier Y,41.37,58.46
2024-02-04,P0066,Product_66,Grocery,Warehouse B,420,126,32,514,No,5,Supplier Y,55.01,77.15
2024-03-21,P0064,Product_64,Furniture,Warehouse C,148,86,32,202,No,14,Supplier Y,69.44,104.13
2024-06-12,P0070,Product_70,Clothing,Warehouse B,96,81,43,134,No,5,Supplier X,32.19,51.66
2024-02-19,P0063,Product_63,Furniture,Warehouse C,376,61,19,418,No,9,Supplier Z,28.95,51.56
2024-04-13,P0073,Product_73,Clothing,Warehouse C,471,30,110,391,No,8,Supplier Y,41.22,53.03
2024-05-11,P0033,Product_33,Furniture,Warehouse B,116,41,6,151,No,7,Supplier Y,52.59,90.66
2024-01-02,P0041,Product_41,Electronics,Warehouse C,111,11,23,99,No,8,Supplier Z,95.36,130.69
2024-05-13,P0089,Product_89,Grocery,Warehouse C,158,64,69,153,No,6,Supplier Y,77.4,120.34
2024-02-23,P0048,Product_48,Electronics,Warehouse C,216,72,111,177,No,3,Supplier X,45.79,69.97
2024-04-15,P0013,Product_13,Furniture,Warehouse A,86,130,103,113,No,7,Supplier Y,10.16,15.59
2024-01-04,P0073,Product_73,Furniture,Warehouse B,168,114,53,229,No,8,Supplier X,21.01,34.33
2024-02-23,P0077,Product_77,Furniture,Warehouse A,135,136,37,234,No,8,Supplier X,48.31,69.04
2024-05-25,P0031,Product_31,Clothing,Warehouse B,431,105,73,463,No,1,Supplier Y,82.31,114.53
2024-02-13,P0075,Product_75,Grocery,Warehouse B,441,178,79,540,No,7,Supplier Z,41.17,70.47
2024-06-10,P0068,Product_68,Grocery,Warehouse C,101,15,31,85,No,3,Supplier X,56.16,74.81
2024-01-14,P0098,Product_98,Furniture,Warehouse B,140,77,44,173,No,2,Supplier Z,89.72,117.37
2024-04-04,P0004,Product_4,Furniture,Warehouse A,338,124,60,402,No,14,Supplier Y,91.81,111.03
2024-02-17,P0019,Product_19,Clothing,Warehouse A,386,130,52,464,No,2,Supplier X,25.5,33.82
2024-01-15,P0070,Product_70,Electronics,Warehouse A,347,151,127,371,No,14,Supplier Y,9.14,13.81
2024-02-09,P0098,Product_98,Electronics,Warehouse B,253,140,75,318,No,14,Supplier Z,34.01,51.8
2024-03-22,P0082,Product_82,Grocery,Warehouse A,417,129,26,520,No,8,Supplier Y,71.1,96.17
2024-04-20,P0013,Product_13,Clothing,Warehouse B,287,198,61,424,No,9,Supplier Y,95.36,118.57
2024-02-22,P0023,Product_23,Furniture,Warehouse A,431,111,17,525,No,3,Supplier X,12.32,20.29
2024-01-24,P0083,Product_83,Grocery,Warehouse A,204,126,126,204,No,14,Supplier Y,7.71,12.76
2024-06-02,P0075,Product_75,Clothing,Warehouse B,289,20,108,201,No,3,Supplier Y,88.99,160.07
2024-05-03,P0001,Product_1,Electronics,Warehouse A,185,146,102,229,No,6,Supplier Y,76.07,132.36
2024-02-10,P0088,Product_88,Clothing,Warehouse C,456,88,76,468,No,11,Supplier X,99.26,174.26
2024-06-05,P0054,Product_54,Electronics,Warehouse B,411,46,116,341,No,10,Supplier Z,42.7,71.69
2024-01-15,P0071,Product_71,Clothing,Warehouse B,430,149,103,476,No,1,Supplier Z,44.52,69.87
2024-02-14,P0089,Product_89,Grocery,Warehouse B,418,160,48,530,No,6,Supplier Y,21.37,27.29
2024-03-05,P0085,Product_85,Electronics,Warehouse C,113,159,115,157,No,12,Supplier X,16.01,25.19
2024-03-29,P0015,Product_15,Grocery,Warehouse B,172,191,140,223,No,3,Supplier Y,59.98,73.99
2024-03-11,P0065,Product_65,Grocery,Warehouse A,303,84,99,288,No,11,Supplier Z,39.61,68.57
2024-01-09,P0076,Product_76,Electronics,Warehouse A,163,166,124,205,No,4,Supplier X,12.63,18.81
2024-03-28,P0071,Product_71,Electronics,Warehouse A,69,127,24,172,No,9,Supplier Z,89.26,144.47
2024-05-08,P0015,Product_15,Furniture,Warehouse B,65,71,127,9,No,3,Supplier Z,23.84,29.36
2024-05-15,P0021,Product_21,Furniture,Warehouse A,194,41,99,136,No,1,Supplier X,76.12,115.74
2024-03-03,P0019,Product_19,Furniture,Warehouse B,257,8,145,120,No,3,Supplier X,31.81,43.92
2024-05-18,P0060,Product_60,Grocery,Warehouse A,68,24,4,88,No,7,Supplier Y,82.23,112.74
2024-03-21,P0093,Product_93,Grocery,Warehouse C,425,1,18,408,No,13,Supplier Y,16.25,23.3
2024-05-15,P0089,Product_89,Furniture,Warehouse C,441,18,17,442,No,7,Supplier Z,76.83,92.23
2024-06-11,P0033,Product_33,Grocery,Warehouse C,215,19,120,114,No,11,Supplier X,14.32,21.19
2024-06-11,P0049,Product_49,Grocery,Warehouse C,87,69,31,125,No,5,Supplier X,47.46,70.81
2024-02-02,P0096,Product_96,Electronics,Warehouse B,230,16,148,98,No,14,Supplier Y,74.73,128.38
2024-05-02,P0035,Product_35,Electronics,Warehouse A,398,123,9,512,No,1,Supplier Z,21.46,31.53
2024-01-05,P0044,Product_44,Grocery,Warehouse C,154,88,36,206,No,11,Supplier Z,32.14,45.58
2024-02-10,P0090,Product_90,Furniture,Warehouse B,149,195,85,259,No,8,Supplier Y,87.15,156.6
2024-01-28,P0011,Product_11,Clothing,Warehouse C,139,93,12,220,No,10,Supplier X,89.09,137.44
2024-05-14,P0099,Product_99,Furniture,Warehouse C,464,83,144,403,No,8,Supplier Y,9.27,13.75
2024-03-12,P0072,Product_72,Clothing,Warehouse B,349,130,8,471,No,10,Supplier Y,20.97,31.4
2024-01-12,P0078,Product_78,Furniture,Warehouse B,493,86,87,492,No,12,Supplier Y,16.16,27.24
2024-06-10,P0074,Product_74,Electronics,Warehouse A,381,50,45,386,No,10,Supplier Y,22.07,31.0
2024-02-02,P0066,Product_66,Grocery,Warehouse A,450,81,135,396,No,13,Supplier X,97.17,139.29
2024-02-17,P0046,Product_46,Grocery,Warehouse C,128,153,118,163,No,10,Supplier Y,57.41,94.93
2024-05-30,P0009,Product_9,Electronics,Warehouse C,122,183,18,287,No,2,Supplier X,49.47,61.53
2024-03-02,P0003,Product_3,Clothing,Warehouse A,472,191,93,570,No,10,Supplier Y,98.52,169.37
2024-02-06,P0085,Product_85,Clothing,Warehouse A,475,7,25,457,No,3,Supplier Z,57.91,84.44
2024-04-08,P0026,Product_26,Clothing,Warehouse B,225,164,45,344,No,4,Supplier X,67.81,105.02
2024-06-20,P0072,Product_72,Electronics,Warehouse A,445,120,117,448,No,1,Supplier Z,36.61,60.57
2024-04-13,P0048,Product_48,Clothing,Warehouse A,145,154,45,254,No,4,Supplier Y,41.3,56.15
2024-02-04,P0066,Product_66,Electronics,Warehouse C,394,172,13,553,No,5,Supplier Y,61.47,106.6
2024-04-10,P0070,Product_70,Furniture,Warehouse A,152,3,84,71,No,3,Supplier Y,11.63,20.79
2024-06-23,P0028,Product_28,Furniture,Warehouse C,451,85,62,474,No,14,Supplier X,29.31,43.86
2024-05-10,P0093,Product_93,Electronics,Warehouse A,273,127,71,329,No,11,Supplier Z,23.7,41.76
2024-01-01,P0026,Product_26,Grocery,Warehouse B,55,109,2,162,No,10,Supplier X,6.51,7.82
2024-01-05,P0025,Product_25,Furniture,Warehouse A,171,98,27,242,No,2,Supplier X,56.01,97.26
2024-05-21,P0012,Product_12,Clothing,Warehouse A,285,36,124,197,No,13,Supplier Y,58.3,80.84
2024-04-12,P0005,Product_5,Electronics,Warehouse A,476,70,86,460,No,6,Supplier Z,41.47,57.51
2024-01-27,P0098,Product_98,Clothing,Warehouse C,165,32,145,52,No,8,Supplier Y,30.53,40.81
2024-05-16,P0048,Product_48,Clothing,Warehouse B,212,30,76,166,No,7,Supplier X,66.95,93.07
2024-01-15,P0037,Product_37,Grocery,Warehouse A,275,182,75,382,No,11,Supplier Y,17.79,23.63
2024-03-30,P0079,Product_79,Clothing,Warehouse C,279,124,113,290,No,14,Supplier Z,54.27,94.62
2024-02-11,P0044,Product_44,Grocery,Warehouse B,231,11,132,110,No,1,Supplier Y,77.97,135.62
2024-05-03,P0100,Product_100,Furniture,Warehouse C,298,10,74,234,No,4,Supplier Z,20.61,26.0
2024-06-27,P0015,Product_15,Electronics,Warehouse C,367,87,58,396,No,3,Supplier Z,76.56,98.43
2024-03-03,P0043,Product_43,Clothing,Warehouse B,259,71,58,272,No,6,Supplier Y,77.28,132.71
2024-04-05,P0048,Product_48,Electronics,Warehouse A,193,31,46,178,No,9,Supplier X,10.69,15.39
2024-02-21,P0087,Product_87,Clothing,Warehouse C,441,56,94,403,No,9,Supplier Y,6.78,8.82
2024-04-05,P0070,Product_70,Electronics,Warehouse C,394,165,140,419,No,7,Supplier X,97.52,146.9
2024-05-11,P0046,Product_46,Clothing,Warehouse A,145,187,77,255,No,12,Supplier X,23.37,33.89
2024-05-30,P0043,Product_43,Clothing,Warehouse A,431,85,112,404,No,9,Supplier Y,83.1,110.65
2024-05-22,P0021,Product_21,Clothing,Warehouse B,395,18,108,305,No,8,Supplier X,58.38,95.3
2024-06-19,P0023,Product_23,Clothing,Warehouse B,293,115,105,303,No,5,Supplier X,30.12,47.55
2024-01-29,P0080,Product_80,Clothing,Warehouse B,135,183,88,230,No,9,Supplier Y,17.35,21.86
2024-02-05,P0047,Product_47,Clothing,Warehouse A,464,13,32,445,No,14,Supplier Y,52.18,91.59
2024-01-13,P0015,Product_15,Clothing,Warehouse C,443,32,96,379,No,7,Supplier Y,43.7,67.08
2024-06-08,P0025,Product_25,Clothing,Warehouse C,233,9,78,164,No,5,Supplier X,71.39,96.39
2024-03-11,P0036,Product_36,Clothing,Warehouse B,170,79,15,234,No,8,Supplier Z,90.9,120.33
2024-03-26,P0075,Product_75,Electronics,Warehouse A,381,191,43,529,No,7,Supplier X,81.5,104.45
2024-01-28,P0051,Product_51,Grocery,Warehouse C,141,63,119,85,No,9,Supplier Z,31.07,45.2
2024-03-06,P0015,Product_15,Clothing,Warehouse B,119,189,133,175,No,10,Supplier Y,88.5,113.4
2024-06-18,P0068,Product_68,Grocery,Warehouse C,453,67,107,413,No,1,Supplier Z,84.17,122.0
2024-02-14,P0021,Product_21,Clothing,Warehouse C,182,91,142,131,No,13,Supplier Y,93.27,120.25
2024-03-02,P0013,Product_13,Clothing,Warehouse A,328,124,3,449,No,9,Supplier Y,48.57,77.42
2024-05-13,P0086,Product_86,Electronics,Warehouse A,186,170,55,301,No,7,Supplier Z,78.01,130.37
2024-01-28,P0019,Product_19,Furniture,Warehouse C,363,79,63,379,No,1,Supplier Y,61.21,93.63
2024-01-28,P0034,Product_34,Furniture,Warehouse B,236,58,94,200,No,1,Supplier Z,34.5,55.48
2024-04-17,P0078,Product_78,Electronics,Warehouse A,270,179,55,394,No,5,Supplier Y,99.47,175.37
2024-02-13,P0068,Product_68,Grocery,Warehouse C,487,96,31,552,No,8,Supplier X,8.64,13.68
2024-03-24,P0052,Product_52,Furniture,Warehouse A,95,18,115,0,Yes,9,Supplier X,20.42,28.97
2024-01-30,P0027,Product_27,Electronics,Warehouse A,327,148,8,467,No,12,Supplier Y,89.79,131.96
2024-03-15,P0029,Product_29,Electronics,Warehouse A,241,21,104,158,No,6,Supplier Y,10.75,18.45
2024-05-07,P0028,Product_28,Furniture,Warehouse C,57,8,77,0,Yes,12,Supplier Z,89.25,114.1
2024-04-01,P0035,Product_35,Grocery,Warehouse B,428,8,86,350,No,13,Supplier X,72.95,101.8
2024-05-08,P0008,Product_8,Electronics,Warehouse B,325,26,20,331,No,10,Supplier Z,8.48,13.11
2024-04-30,P0016,Product_16,Clothing,Warehouse B,228,16,54,190,No,12,Supplier Y,45.79,73.53
2024-01-27,P0036,Product_36,Grocery,Warehouse A,383,171,75,479,No,8,Supplier Y,76.67,127.13
2024-04-30,P0030,Product_30,Grocery,Warehouse C,88,44,129,3,No,6,Supplier Z,60.39,84.0
2024-04-25,P0018,Product_18,Furniture,Warehouse A,342,7,140,209,No,11,Supplier Y,93.91,120.91
2024-01-03,P0002,Product_2,Furniture,Warehouse B,227,145,125,247,No,6,Supplier X,87.43,155.0
2024-04-12,P0049,Product_49,Clothing,Warehouse B,211,124,131,204,No,4,Supplier Z,36.6,45.6
2024-06-03,P0077,Product_77,Electronics,Warehouse C,380,122,83,419,No,11,Supplier X,13.04,16.4
2024-05-16,P0004,Product_4,Furniture,Warehouse A,423,32,114,341,No,5,Supplier X,94.7,141.76
2024-03-02,P0090,Product_90,Furniture,Warehouse B,153,0,47,106,No,14,Supplier X,54.14,91.58
2024-06-13,P0089,Product_89,Grocery,Warehouse C,210,5,122,93,No,2,Supplier Z,12.07,20.09
2024-02-20,P0094,Product_94,Furniture,Warehouse A,336,40,77,299,No,3,Supplier Y,82.57,145.54
2024-06-20,P0075,Product_75,Furniture,Warehouse A,172,182,29,325,No,3,Supplier X,87.51,112.45
2024-05-31,P0007,Product_7,Furniture,Warehouse B,103,4,28,79,No,14,Supplier X,65.75,93.72
2024-02-28,P0095,Product_95,Furniture,Warehouse B,477,186,135,528,No,12,Supplier X,47.51,65.05
2024-04-27,P0074,Product_74,Grocery,Warehouse A,83,79,139,23,No,11,Supplier Y,67.91,116.57
2024-06-08,P0039,Product_39,Clothing,Warehouse A,291,17,40,268,No,5,Supplier Y,72.13,107.69
2024-04-05,P0013,Product_13,Clothing,Warehouse B,427,176,25,578,No,14,Supplier Z,89.84,109.26
2024-06-28,P0031,Product_31,Electronics,Warehouse A,162,81,49,194,No,5,Supplier Y,95.81,155.67
2024-04-22,P0071,Product_71,Furniture,Warehouse B,367,64,1,430,No,6,Supplier Z,53.86,77.19
2024-03-02,P0063,Product_63,Grocery,Warehouse A,72,82,54,100,No,5,Supplier Z,80.86,122.8
2024-02-21,P0056,Product_56,Electronics,Warehouse B,95,181,103,173,No,12,Supplier Z,96.63,167.78
2024-01-12,P0042,Product_42,Electronics,Warehouse C,361,188,13,536,No,6,Supplier Z,19.37,26.23
2024-02-08,P0061,Product_61,Clothing,Warehouse B,184,135,133,186,No,8,Supplier Z,6.74,9.06
2024-05-09,P0042,Product_42,Grocery,Warehouse B,167,130,127,170,No,2,Supplier X,87.55,118.89
2024-05-10,P0056,Product_56,Grocery,Warehouse C,238,24,103,159,No,4,Supplier Y,23.55,33.04
2024-04-22,P0036,Product_36,Grocery,Warehouse A,180,68,94,154,No,13,Supplier X,9.04,11.43
2024-04-10,P0084,Product_84,Clothing,Warehouse C,471,182,80,573,No,6,Supplier Z,20.21,32.71
2024-04-22,P0068,Product_68,Clothing,Warehouse B,261,167,60,368,No,12,Supplier Y,41.49,54.95
2024-03-21,P0007,Product_7,Clothing,Warehouse A,467,81,11,537,No,5,Supplier X,25.83,45.35
2024-04-22,P0054,Product_54,Clothing,Warehouse C,162,177,12,327,No,1,Supplier X,34.0,45.2
2024-01-02,P0001,Product_1,Clothing,Warehouse A,93,116,146,63,No,9,Supplier Z,97.65,132.16
2024-05-09,P0044,Product_44,Furniture,Warehouse A,177,94,88,183,No,3,Supplier X,71.92,99.12
2024-02-23,P0045,Product_45,Furniture,Warehouse C,413,32,94,351,No,2,Supplier X,72.66,120.7
2024-03-27,P0047,Product_47,Grocery,Warehouse A,207,110,58,259,No,9,Supplier X,14.0,20.39
2024-05-08,P0013,Product_13,Electronics,Warehouse C,322,145,36,431,No,7,Supplier X,74.55,126.11
2024-05-26,P0022,Product_22,Grocery,Warehouse B,364,124,24,464,No,5,Supplier X,75.24,125.72
2024-05-05,P0021,Product_21,Electronics,Warehouse A,443,184,15,612,No,12,Supplier Z,67.68,118.96
2024-05-09,P0086,Product_86,Clothing,Warehouse B,404,15,86,333,No,6,Supplier Z,26.7,44.16
2024-02-22,P0092,Product_92,Electronics,Warehouse B,389,79,141,327,No,12,Supplier X,45.19,55.64
2024-06-20,P0009,Product_9,Grocery,Warehouse A,451,37,133,355,No,11,Supplier Z,85.4,145.38
2024-06-08,P0026,Product_26,Grocery,Warehouse C,94,168,22,240,No,4,Supplier Z,68.67,121.05
2024-06-08,P0009,Product_9,Electronics,Warehouse A,157,134,125,166,No,1,Supplier Y,74.61,134.02
2024-03-08,P0015,Product_15,Furniture,Warehouse B,268,77,59,286,No,4,Supplier X,60.8,77.53
2024-05-02,P0010,Product_10,Clothing,Warehouse B,492,180,139,533,No,9,Supplier Z,47.71,74.81
2024-05-24,P0088,Product_88,Clothing,Warehouse C,367,62,140,289,No,1,Supplier Z,77.11,101.76
2024-02-07,P0042,Product_42,Grocery,Warehouse A,364,111,99,376,No,10,Supplier X,11.45,15.54
2024-01-24,P0072,Product_72,Furniture,Warehouse B,226,88,102,212,No,3,Supplier Y,68.95,113.58
2024-03-09,P0024,Product_24,Electronics,Warehouse B,277,159,133,303,No,5,Supplier X,99.73,178.18
2024-04-25,P0080,Product_80,Clothing,Warehouse B,240,37,62,215,No,7,Supplier Y,79.12,123.18
2024-04-07,P0049,Product_49,Furniture,Warehouse C,209,149,37,321,No,9,Supplier X,32.6,55.76
2024-05-18,P0026,Product_26,Clothing,Warehouse B,443,143,127,459,No,6,Supplier X,31.39,37.84
2024-05-23,P0091,Product_91,Furniture,Warehouse B,316,51,49,318,No,3,Supplier X,68.39,83.57
2024-04-06,P0037,Product_37,Furniture,Warehouse A,407,28,39,396,No,13,Supplier X,90.11,140.39
2024-05-03,P0068,Product_68,Grocery,Warehouse A,375,143,7,511,No,7,Supplier Y,59.91,85.87
2024-03-10,P0050,Product_50,Clothing,Warehouse B,428,75,7,496,No,14,Supplier Y,55.1,95.54
2024-04-02,P0024,Product_24,Electronics,Warehouse B,239,144,103,280,No,4,Supplier Z,20.24,27.96
2024-01-03,P0019,Product_19,Grocery,Warehouse A,224,63,33,254,No,3,Supplier X,72.97,106.48
2024-05-27,P0100,Product_100,Grocery,Warehouse C,339,90,56,373,No,14,Supplier Y,71.72,108.78
2024-06-12,P0060,Product_60,Electronics,Warehouse C,406,88,21,473,No,7,Supplier Y,96.86,132.1
2024-05-26,P0039,Product_39,Grocery,Warehouse C,194,12,86,120,No,11,Supplier Y,33.52,58.5
2024-03-30,P0074,Product_74,Furniture,Warehouse C,281,71,39,313,No,11,Supplier X,76.86,113.65
2024-05-26,P0089,Product_89,Furniture,Warehouse C,409,183,85,507,No,7,Supplier Z,46.24,67.26
2024-05-27,P0018,Product_18,Clothing,Warehouse C,487,4,132,359,No,4,Supplier Y,58.05,99.26
2024-04-05,P0019,Product_19,Clothing,Warehouse C,253,11,94,170,No,12,Supplier X,82.56,114.53
2024-02-21,P0036,Product_36,Electronics,Warehouse C,262,168,12,418,No,7,Supplier Y,26.09,44.1
2024-06-09,P0074,Product_74,Clothing,Warehouse A,89,2,27,64,No,11,Supplier Y,37.57,47.84
2024-06-16,P0097,Product_97,Furniture,Warehouse C,324,32,83,273,No,14,Supplier Z,78.46,102.76
2024-05-07,P0055,Product_55,Electronics,Warehouse C,372,120,61,431,No,2,Supplier Y,59.19,104.8
2024-02-08,P0069,Product_69,Electronics,Warehouse C,131,49,92,88,No,1,Supplier Y,13.78,23.5
2024-03-22,P0047,Product_47,Clothing,Warehouse B,230,183,86,327,No,12,Supplier X,45.87,65.72
2024-04-13,P0049,Product_49,Furniture,Warehouse A,369,136,23,482,No,2,Supplier X,60.73,96.14
2024-05-08,P0099,Product_99,Electronics,Warehouse A,132,177,97,212,No,4,Supplier Z,91.4,161.39
2024-01-11,P0098,Product_98,Furniture,Warehouse A,352,28,6,374,No,8,Supplier X,22.91,30.4
2024-06-26,P0033,Product_33,Furniture,Warehouse C,311,38,36,313,No,3,Supplier X,81.57,100.77
2024-05-30,P0021,Product_21,Furniture,Warehouse C,321,90,67,344,No,10,Supplier Z,17.41,26.51
2024-06-07,P0081,Product_81,Clothing,Warehouse B,249,99,85,263,No,6,Supplier Y,28.01,36.01
2024-02-11,P0022,Product_22,Grocery,Warehouse A,289,172,132,329,No,6,Supplier Z,28.12,36.9
2024-04-08,P0048,Product_48,Grocery,Warehouse C,451,16,86,381,No,13,Supplier X,88.36,153.3
2024-01-07,P0037,Product_37,Electronics,Warehouse A,229,55,14,270,No,9,Supplier Z,23.91,28.8
2024-05-23,P0015,Product_15,Furniture,Warehouse B,481,45,122,404,No,9,Supplier Y,79.76,134.8
2024-03-30,P0035,Product_35,Clothing,Warehouse B,220,66,106,180,No,4,Supplier Z,48.87,73.8
2024-04-21,P0092,Product_92,Furniture,Warehouse B,344,196,88,452,No,9,Supplier X,99.91,153.42
2024-02-29,P0071,Product_71,Furniture,Warehouse A,226,141,124,243,No,13,Supplier X,84.71,135.8
2024-04-22,P0032,Product_32,Clothing,Warehouse C,418,66,112,372,No,6,Supplier Z,75.27,109.81
2024-01-02,P0011,Product_11,Grocery,Warehouse C,445,22,136,331,No,2,Supplier Y,87.72,111.35
2024-05-08,P0010,Product_10,Furniture,Warehouse B,286,93,149,230,No,10,Supplier Z,65.23,82.3
2024-02-17,P0073,Product_73,Furniture,Warehouse C,187,188,106,269,No,14,Supplier Y,85.15,140.72
2024-05-19,P0078,Product_78,Grocery,Warehouse B,376,150,86,440,No,11,Supplier Y,29.81,39.73
2024-02-06,P0077,Product_77,Clothing,Warehouse A,415,154,67,502,No,6,Supplier Z,14.28,17.38
